"Contract ID","Plan ID","Organization Type","Plan Type","Offers Part D","SNP Plan","EGHP","Organization Name","Organization Marketing Name","Plan Name","Parent Organization","Contract Effective Date"
"H5209","002","Local CCP","HMO/HMOPOS","Yes","Yes","No","CARE WISCONSIN HEALTH PLAN, INC.","Care Wisconsin Health Plan, Inc.","Partnership (HMO SNP)","Care Wisconsin First, Inc.",01/01/1999 0:00:00
"H5211","001","Local CCP","HMO/HMOPOS","No","No","No","SECURITY HEALTH PLAN OF WISCONSIN, INC.","Security Health Plan of Wisconsin, Inc.","Advocare Spirit (HMO-POS)","Marshfield Clinic Health System, Inc.",08/01/2002 0:00:00
"H5211","002","Local CCP","HMO/HMOPOS","Yes","No","No","SECURITY HEALTH PLAN OF WISCONSIN, INC.","Security Health Plan of Wisconsin, Inc.","Advocare Essence Rx (HMO-POS)","Marshfield Clinic Health System, Inc.",08/01/2002 0:00:00
"H5211","003","Local CCP","HMO/HMOPOS","No","No","No","SECURITY HEALTH PLAN OF WISCONSIN, INC.","Security Health Plan of Wisconsin, Inc.","Advocare Essence (HMO-POS)","Marshfield Clinic Health System, Inc.",08/01/2002 0:00:00
"H5211","004","Local CCP","HMO/HMOPOS","Yes","No","No","SECURITY HEALTH PLAN OF WISCONSIN, INC.","Security Health Plan of Wisconsin, Inc.","Advocare Spirit Rx (HMO-POS)","Marshfield Clinic Health System, Inc.",08/01/2002 0:00:00
"H5212","001","National PACE","National PACE","Yes","No","No","COMMUNITY CARE, INC.","Community Care","Community Care's PACE Program (PACE)","Community Care, Inc.",11/01/2003 0:00:00
"H5212","002","National PACE","National PACE","Yes","No","No","COMMUNITY CARE, INC.","Community Care","Community Care's PACE Program (PACE)","Community Care, Inc.",11/01/2003 0:00:00
"H5213","001","National PACE","National PACE","Yes","No","No","TOTAL COMMUNITY CARE, L.L.C.","Total Community Care","Total Community Care (PACE)","Total Community Options, Inc.",06/01/2004 0:00:00
"H5213","002","National PACE","National PACE","Yes","No","No","TOTAL COMMUNITY CARE, L.L.C.","Total Community Care","Total Community Care (PACE)","Total Community Options, Inc.",06/01/2004 0:00:00
"H5215","001","Local CCP","Local PPO","No","No","No","NETWORK HEALTH INSURANCE CORPORATION","Network Health Medicare Advantage Plans","Network PlatinumPlus (PPO)","Ministry Health Care, Inc.",01/01/2005 0:00:00
"H5215","002","Local CCP","Local PPO","Yes","No","No","NETWORK HEALTH INSURANCE CORPORATION","Network Health Medicare Advantage Plans","Network PlatinumPlus Pharmacy (PPO)","Ministry Health Care, Inc.",01/01/2005 0:00:00
"H5215","005","Local CCP","Local PPO","Yes","No","No","NETWORK HEALTH INSURANCE CORPORATION","Network Health Medicare Advantage Plans","Network PlatinumPremier Pharmacy (PPO)","Ministry Health Care, Inc.",01/01/2005 0:00:00
"H5215","006","Local CCP","Local PPO","No","No","No","NETWORK HEALTH INSURANCE CORPORATION","Network Health Medicare Advantage Plans","Network PlatinumPremier (PPO)","Ministry Health Care, Inc.",01/01/2005 0:00:00
"H5215","007","Local CCP","Local PPO","Yes","Yes","No","NETWORK HEALTH INSURANCE CORPORATION","Network Health Medicare Advantage Plans","NetworkCares (PPO SNP)","Ministry Health Care, Inc.",01/01/2005 0:00:00
"H5215","008","Local CCP","Local PPO","Yes","No","No","NETWORK HEALTH INSURANCE CORPORATION","Network Health Medicare Advantage Plans","Network PlatinumSelect (PPO)","Ministry Health Care, Inc.",01/01/2005 0:00:00
"H5215","806","Local CCP","Local PPO","Yes","No","Yes","NETWORK HEALTH INSURANCE CORPORATION","Network Health Medicare Advantage Plans","Network PlatinumPlus Pharmacy EGP (PPO)","Ministry Health Care, Inc.",01/01/2005 0:00:00
"H5215","807","Local CCP","Local PPO","No","No","Yes","NETWORK HEALTH INSURANCE CORPORATION","Network Health Medicare Advantage Plans","Network PlatinumPremier EGP (PPO)","Ministry Health Care, Inc.",01/01/2005 0:00:00
"H5215","808","Local CCP","Local PPO","Yes","No","Yes","NETWORK HEALTH INSURANCE CORPORATION","Network Health Medicare Advantage Plans","Network PlatinumPremier Pharmacy EGP (PPO)","Ministry Health Care, Inc.",01/01/2005 0:00:00
"H5216","001","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H5216-001 (PPO)","Humana Inc.",07/01/2005 0:00:00
"H5216","003","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H5216-003 (PPO)","Humana Inc.",07/01/2005 0:00:00
"H5216","006","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H5216-006 (PPO)","Humana Inc.",07/01/2005 0:00:00
"H5216","009","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H5216-009 (PPO)","Humana Inc.",07/01/2005 0:00:00
"H5216","010","Local CCP","Local PPO","Yes","No","No","HUMANA INSURANCE COMPANY","Humana Insurance Company","HumanaChoice H5216-010 (PPO)","Humana Inc.",07/01/2005 0:00:00
"H5253","004","Local CCP","HMO/HMOPOS","Yes","No","No","UNITEDHEALTHCARE OF WISCONSIN, INC.","UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.",08/01/1995 0:00:00
"H5253","007","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNITEDHEALTHCARE OF WISCONSIN, INC.","UnitedHealthcare","UnitedHealthcare Nursing Home Plan (HMO-POS SNP)","UnitedHealth Group, Inc.",08/01/1995 0:00:00
"H5253","011","Local CCP","HMO/HMOPOS","Yes","No","No","UNITEDHEALTHCARE OF WISCONSIN, INC.","UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.",08/01/1995 0:00:00
"H5253","021","Local CCP","HMO/HMOPOS","No","No","No","UNITEDHEALTHCARE OF WISCONSIN, INC.","UnitedHealthcare","AARP MedicareComplete Essential (HMO)","UnitedHealth Group, Inc.",08/01/1995 0:00:00
"H5253","024","Local CCP","HMO/HMOPOS","Yes","Yes","No","UNITEDHEALTHCARE OF WISCONSIN, INC.","UnitedHealthcare","UnitedHealthcare Dual Complete LP (HMO SNP)","UnitedHealth Group, Inc.",08/01/1995 0:00:00
"H5253","030","Local CCP","HMO/HMOPOS","Yes","No","No","UNITEDHEALTHCARE OF WISCONSIN, INC.","UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.",08/01/1995 0:00:00
"H5253","801","Local CCP","HMO/HMOPOS","Yes","No","Yes","UNITEDHEALTHCARE OF WISCONSIN, INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",08/01/1995 0:00:00
"H5253","802","Local CCP","HMO/HMOPOS","No","No","Yes","UNITEDHEALTHCARE OF WISCONSIN, INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",08/01/1995 0:00:00
"H5253","805","Local CCP","HMO/HMOPOS","Yes","No","Yes","UNITEDHEALTHCARE OF WISCONSIN, INC.","UnitedHealthcare","UnitedHealthcare Group Medicare Advantage (HMO)","UnitedHealth Group, Inc.",08/01/1995 0:00:00
"H5256","001","1876 Cost","1876 Cost","No","No","No","MEDICAL ASSOCIATES CLINIC HEALTH PLAN","Medical Associates Clinic Health Plan of Wisconsin","Medical Associates SmartPlan (Cost)","Medical Associates Clinic, P.C.",02/01/1996 0:00:00
"H5256","002","1876 Cost","1876 Cost","No","No","No","MEDICAL ASSOCIATES CLINIC HEALTH PLAN","Medical Associates Clinic Health Plan of Wisconsin","Medical Associates Community Plan (Cost)","Medical Associates Clinic, P.C.",02/01/1996 0:00:00
"H5256","004","1876 Cost","1876 Cost","No","No","No","MEDICAL ASSOCIATES CLINIC HEALTH PLAN","Medical Associates Clinic Health Plan of Wisconsin","Medical Associates Freedom Plan (Cost)","Medical Associates Clinic, P.C.",02/01/1996 0:00:00
"H5262","001","Local CCP","HMO/HMOPOS","Yes","No","No","GUNDERSEN HEALTH PLAN","Gundersen Health Plan, Inc.","Gundersen Senior Preferred Elite (w/Rx) (HMO)","Gundersen Lutheran Health System Inc.",08/01/1999 0:00:00
"H5262","003","Local CCP","HMO/HMOPOS","Yes","No","No","GUNDERSEN HEALTH PLAN","Gundersen Health Plan, Inc.","Gundersen Senior Preferred Value (w/Rx) (HMO)","Gundersen Lutheran Health System Inc.",08/01/1999 0:00:00
"H5262","004","Local CCP","HMO/HMOPOS","No","No","No","GUNDERSEN HEALTH PLAN","Gundersen Health Plan, Inc.","Gundersen Senior Preferred Value (no Rx) (HMO)","Gundersen Lutheran Health System Inc.",08/01/1999 0:00:00
"H5262","005","Local CCP","HMO/HMOPOS","No","No","No","GUNDERSEN HEALTH PLAN","Gundersen Health Plan, Inc.","Gundersen Senior Preferred Elite (no Rx) (HMO)","Gundersen Lutheran Health System Inc.",08/01/1999 0:00:00
"H5264","002","1876 Cost","1876 Cost","No","No","No","DEAN HEALTH PLAN, INC.","Dean Health Plan, Inc.","DeanCare Gold Enhanced (Cost)","Dean Health Systems Inc.",01/01/1999 0:00:00
"H5264","003","1876 Cost","1876 Cost","No","No","No","DEAN HEALTH PLAN, INC.","Dean Health Plan, Inc.","DeanCare Gold Basic (Cost)","Dean Health Systems Inc.",01/01/1999 0:00:00
"H5264","005","1876 Cost","1876 Cost","No","No","No","DEAN HEALTH PLAN, INC.","Dean Health Plan, Inc.","DeanCare Gold Shared Value (Cost)","Dean Health Systems Inc.",01/01/1999 0:00:00
"H5280","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","MOLINA HEALTHCARE OF OHIO, INC.","Molina Healthcare of Ohio","Molina Dual Options û MyCareOhio (Medicare-Medicaid Plan)","Molina Healthcare, Inc.,",05/01/2014 0:00:00
"H5294","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","SUPERIOR HEALTH PLAN, INC.","Superior HealthPlan","Superior HealthPlan Advantage (HMO SNP)","Centene Corporation",01/01/2008 0:00:00
"H5302","003","Local CCP","HMO/HMOPOS","Yes","No","No","AETNA HEALTH, INC.","Coventry Health Care","Advantra Silver (HMO-POS)","Aetna Inc.",01/01/2007 0:00:00
"H5302","809","Local CCP","HMO/HMOPOS","No","No","Yes","AETNA HEALTH, INC.","Coventry Health Care","Advantra (HMO-POS)","Aetna Inc.",01/01/2007 0:00:00
"H5302","810","Local CCP","HMO/HMOPOS","Yes","No","Yes","AETNA HEALTH, INC.","Coventry Health Care","Advantra (HMO-POS)","Aetna Inc.",01/01/2007 0:00:00
"H5322","001","Local CCP","HMO/HMOPOS","Yes","Yes","No","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","UnitedHealthcare Nursing Home Plan (HMO-POS SNP)","UnitedHealth Group, Inc.",01/01/2014 0:00:00
"H5322","002","Local CCP","HMO/HMOPOS","Yes","Yes","No","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","UnitedHealthcare Nursing Home Plan (HMO SNP)","UnitedHealth Group, Inc.",01/01/2014 0:00:00
"H5322","003","Local CCP","HMO/HMOPOS","Yes","Yes","No","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","UnitedHealthcare Nursing Home Plan (HMO SNP)","UnitedHealth Group, Inc.",01/01/2014 0:00:00
"H5322","004","Local CCP","HMO/HMOPOS","Yes","Yes","No","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","UnitedHealthcare Nursing Home Plan (HMO-POS SNP)","UnitedHealth Group, Inc.",01/01/2014 0:00:00
"H5322","011","Local CCP","HMO/HMOPOS","Yes","Yes","No","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","UnitedHealthcare Nursing Home Plan (HMO-POS SNP)","UnitedHealth Group, Inc.",01/01/2014 0:00:00
"H5322","016","Local CCP","HMO/HMOPOS","Yes","No","No","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.",01/01/2014 0:00:00
"H5322","017","Local CCP","HMO/HMOPOS","Yes","No","No","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","Erickson Advantage Signature with Drugs (HMO-POS)","UnitedHealth Group, Inc.",01/01/2014 0:00:00
"H5322","018","Local CCP","HMO/HMOPOS","No","No","No","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","Erickson Advantage Signature without Drugs (HMO-POS)","UnitedHealth Group, Inc.",01/01/2014 0:00:00
"H5322","019","Local CCP","HMO/HMOPOS","Yes","Yes","No","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","Erickson Advantage Guardian (HMO-POS SNP)","UnitedHealth Group, Inc.",01/01/2014 0:00:00
"H5322","020","Local CCP","HMO/HMOPOS","Yes","Yes","No","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","Erickson Advantage Champion (HMO-POS SNP)","UnitedHealth Group, Inc.",01/01/2014 0:00:00
"H5322","021","Local CCP","HMO/HMOPOS","Yes","No","No","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","Erickson Advantage Freedom (HMO-POS)","UnitedHealth Group, Inc.",01/01/2014 0:00:00
"H5322","023","Local CCP","HMO/HMOPOS","Yes","No","No","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","AARP MedicareComplete Plus (HMO-POS)","UnitedHealth Group, Inc.",01/01/2014 0:00:00
"H5322","024","Local CCP","HMO/HMOPOS","Yes","No","No","CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.","UnitedHealthcare","AARP MedicareComplete (HMO)","UnitedHealth Group, Inc.",01/01/2014 0:00:00
"H5355","001","Demo","Medicare-Medicaid Plan HMO/HMOPOS","Yes","No","No","IEHP HEALTH ACCESS","IEHP DualChoice","IEHP DualChoice (Medicare-Medicaid Plan)","INLAND EMPIRE HEALTH PLAN",04/01/2014 0:00:00
"H5386","001","Local CCP","HMO/HMOPOS","Yes","No","No","SHARP HEALTH PLAN","North County Select","North County Select (HMO)","Sharp Healthcare",01/01/2015 0:00:00
"H5386","801","Local CCP","HMO/HMOPOS","Yes","No","Yes","SHARP HEALTH PLAN","North County Select","Sharp Advantage (HMO)","Sharp Healthcare",01/01/2015 0:00:00
"H5386","802","Local CCP","HMO/HMOPOS","Yes","No","Yes","SHARP HEALTH PLAN","North County Select","Sharp Advantage (HMO)","Sharp Healthcare",01/01/2015 0:00:00
"H5386","803","Local CCP","HMO/HMOPOS","No","No","Yes","SHARP HEALTH PLAN","North County Select","Sharp Advantage (HMO)","Sharp Healthcare",01/01/2015 0:00:00
"H5403","001","National PACE","National PACE","Yes","No","No","ON LOK SENIOR HEALTH SERVICES","On Lok Lifeways","On Lok Lifeways (Dual Eligibles) (PACE)","On Lok, Inc.",11/01/2003 0:00:00
"H5403","002","National PACE","National PACE","Yes","No","No","ON LOK SENIOR HEALTH SERVICES","On Lok Lifeways","On Lok Lifeways (Medicare Only) (PACE)","On Lok, Inc.",11/01/2003 0:00:00
"H5405","001","National PACE","National PACE","Yes","No","No","CENTER FOR ELDERS INDEPENDENCE","Center For Elders' Independence","Center for Elders Independence - Part D (PACE)","Center For Elders Independence",11/01/2003 0:00:00
"H5405","002","National PACE","National PACE","Yes","No","No","CENTER FOR ELDERS INDEPENDENCE","Center For Elders' Independence","Center for Elders-Part D/MediCare, only (PACE)","Center For Elders Independence",11/01/2003 0:00:00
"H5406","001","National PACE","National PACE","Yes","No","No","SUTTER HEALTH SACRAMENTO SIERRA REGION","Sutter SeniorCare PACE","Sutter SeniorCare (PACE)","Sutter Health Sacramento Sierra Region",11/01/2003 0:00:00
"H5406","002","National PACE","National PACE","Yes","No","No","SUTTER HEALTH SACRAMENTO SIERRA REGION","Sutter SeniorCare PACE","Sutter SeniorCare (PACE)","Sutter Health Sacramento Sierra Region",11/01/2003 0:00:00
"H5410","001","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTHSPRING OF FLORIDA","HealthSpring of Florida, Inc.","Leon Medical Centers Health Plans - Leon Cares (HMO)","CIGNA",05/01/2005 0:00:00
"H5410","004","Local CCP","HMO/HMOPOS","No","No","No","HEALTHSPRING OF FLORIDA","HealthSpring of Florida, Inc.","Cigna-HealthSpring Advantage (HMO)","CIGNA",05/01/2005 0:00:00
"H5410","013","Local CCP","HMO/HMOPOS","Yes","Yes","No","HEALTHSPRING OF FLORIDA","HealthSpring of Florida, Inc.","Cigna-HealthSpring TotalCare (HMO SNP)","CIGNA",05/01/2005 0:00:00
"H5410","018","Local CCP","HMO/HMOPOS","Yes","No","No","HEALTHSPRING OF FLORIDA","HealthSpring of Florida, Inc.","Cigna-HealthSpring Premier (HMO-POS)","CIGNA",05/01/2005 0:00:00
"H5410","807","Local CCP","HMO/HMOPOS","Yes","No","Yes","HEALTHSPRING OF FLORIDA","HealthSpring of Florida, Inc.","Cigna-HealthSpring Preferred Rx CY (HMO)","CIGNA",05/01/2005 0:00:00
"H5414","019","Local CCP","HMO/HMOPOS","Yes","No","No","AETNA HEALTH, INC. (FL)","Aetna Medicare","Aetna Medicare Value Plan (HMO)","Aetna Inc.",01/01/2005 0:00:00
"H5414","023","Local CCP","HMO/HMOPOS","Yes","No","No","AETNA HEALTH, INC. (FL)","Aetna Medicare","Aetna Medicare Select Plan (HMO)","Aetna Inc.",01/01/2005 0:00:00
"H5414","024","Local CCP","HMO/HMOPOS","Yes","No","No","AETNA HEALTH, INC. (FL)","Aetna Medicare","Aetna Medicare Premier Plan (HMO)","Aetna Inc.",01/01/2005 0:00:00
"H5414","025","Local CCP","HMO/HMOPOS","Yes","No","No","AETNA HEALTH, INC. (FL)","Aetna Medicare","Aetna Medicare Select Plus Plan (HMO)","Aetna Inc.",01/01/2005 0:00:00
"H5414","801","Local CCP","HMO/HMOPOS","No","No","Yes","AETNA HEALTH, INC. (FL)","Aetna Medicare","Aetna Medicare Plan (HMO)","Aetna Inc.",01/01/2005 0:00:00
"H5414","803","Local CCP","HMO/HMOPOS","Yes","No","Yes","AETNA HEALTH, INC. (FL)","Aetna Medicare","Aetna Medicare Plan w/Rx CY (HMO)","Aetna Inc.",01/01/2005 0:00:00
"H5415","056","Local CCP","Local PPO","Yes","No","No","HUMANA HEALTH INSURANCE COMPANY OF FLORIDA, INC.","Humana Health Insurance Company of Florida, Inc.","HumanaChoice H5415-056 (PPO)","Humana Inc.",01/01/2005 0:00:00
"H5415","070","Local CCP","Local PPO","Yes","No","No","HUMANA HEALTH INSURANCE COMPANY OF FLORIDA, INC.","Humana Health Insurance Company of Florida, Inc.","HumanaChoice H5415-070 (PPO)","Humana Inc.",01/01/2005 0:00:00
"H5415","801","Local CCP","Local PPO","Yes","No","Yes","HUMANA HEALTH INSURANCE COMPANY OF FLORIDA, INC.","Humana Health Insurance Company of Florida, Inc.","Humana Medicare Employer (PPO)","Humana Inc.",01/01/2005 0:00:00
"H5415","803","Local CCP","Local PPO","No","No","Yes","HUMANA HEALTH INSURANCE COMPANY OF FLORIDA, INC.","Humana Health Insurance Company of Florida, Inc.","Humana Medicare Employer (PPO)","Humana Inc.",01/01/2005 0:00:00
"H5415","804","Local CCP","Local PPO","Yes","No","Yes","HUMANA HEALTH INSURANCE COMPANY OF FLORIDA, INC.","Humana Health Insurance Company of Florida, Inc.","Humana Medicare Employer Non-CY (PPO)","Humana Inc.",01/01/2005 0:00:00
"H5415","806","Local CCP","Local PPO","Yes","No","Yes","HUMANA HEALTH INSURANCE COMPANY OF FLORIDA, INC.","Humana Health Insurance Company of Florida, Inc.","Humana Medicare Employer (PPO)","Humana Inc.",01/01/2005 0:00:00
"H5415","807","Local CCP","Local PPO","No","No","Yes","HUMANA HEALTH INSURANCE COMPANY OF FLORIDA, INC.","Humana Health Insurance Company of Florida, Inc.","Humana Medicare Employer (PPO)","Humana Inc.",01/01/2005 0:00:00
"H5415","808","Local CCP","Local PPO","Yes","No","Yes","HUMANA HEALTH INSURANCE COMPANY OF FLORIDA, INC.","Humana Health Insurance Company of Florida, Inc.","Humana Medicare Employer Non-CY (PPO)","Humana Inc.",01/01/2005 0:00:00
"H5415","815","Local CCP","Local PPO","Yes","No","Yes","HUMANA HEALTH INSURANCE COMPANY OF FLORIDA, INC.","Humana Health Insurance Company of Florida, Inc.","Humana Medicare Employer - Walmart (PPO)","Humana Inc.",01/01/2005 0:00:00
"H5417","001","Local CCP","Local PPO","Yes","Yes","No","UNITEDHEALTHCARE INSURANCE COMPANY","UnitedHealthcare","UnitedHealthcare Nursing Home Plan (PPO SNP)","UnitedHealth Group, Inc.",01/01/2005 0:00:00
"H5420","001","Local CCP","HMO/HMOPOS","Yes","No","No","MEDICA HEALTHCARE PLANS, INC.","Medica HealthCare Plans, Inc.","Medica HealthCare Plans MedicareMax (HMO)","UnitedHealth Group, Inc.",06/01/2005 0:00:00
"H5420","003","Local CCP","HMO/HMOPOS","Yes","No","No","MEDICA HEALTHCARE PLANS, INC.","Medica HealthCare Plans, Inc.","Medica HealthCare Plans MedicareMax (HMO)","UnitedHealth Group, Inc.",06/01/2005 0:00:00
"H5420","006","Local CCP","HMO/HMOPOS","Yes","Yes","No","MEDICA HEALTHCARE PLANS, INC.","Medica HealthCare Plans, Inc.","Medica HealthCare Plans MedicareMax Plus (HMO-POS SNP)","UnitedHealth Group, Inc.",06/01/2005 0:00:00
"H5422","007","Local CCP","HMO/HMOPOS","Yes","Yes","No","BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA","Blue Cross Blue Shield Healthcare Plan of Georgia","BCBSHP Dual Advantage (HMO SNP)","Anthem Inc.",01/01/2006 0:00:00
"H5422","008","Local CCP","HMO/HMOPOS","Yes","No","No","BLUE CROSS BLUE SHIELD HEALTHCARE PLAN OF GEORGIA","Blue Cross Blue Shield Healthcare Plan of Georgia","BlueValue Basic (HMO)","Anthem Inc.",01/01/2006 0:00:00
